"","CAND_ID","CAND_ELECTION_YR","CMTE_ID","LINKAGE_ID"
"95","H0CA27101",2012,"C00462317",188914
"96","H0CA28109",2012,"C00474221",188917
"97","H0CA28109",2012,"C00513663",194120
"98","H0CA28117",2012,"C00481895",188918
"99","H0CA30089",2012,"C00471128",188924
"100","H0CA32101",2012,"C00458125",188932
"101","H0CA33109",2012,"C00474288",188939
"102","H0CA33117",2012,"C00476523",188940
"103","H0CA42175",2012,"C00474114",188955
"104","H0CA45053",2012,"C00459842",188958
"105","H0CA45053",2012,"C00479139",188959
"106","H0CA45061",2012,"C00515924",194307
"107","H0CA45061",2012,"C00467720",188960
"108","H0CA46051",2012,"C00474668",188961
"109","H0CA48024",2012,"C00493528",192212
"110","H0CA48024",2012,"C00350520",188966
"111","H0CA49055",2012,"C00344671",188971
"112","H0CA51036",2012,"C00468249",188973
"113","H0CA51036",2012,"C00506857",193559
"114","H0CA52034",2012,"C00477000",188974
"115","H0CO04122",2012,"C00523985",194842
"116","H0CO04122",2012,"C00492454",192127
"117","H0CO04122",2012,"C00506824",194551
"118","H0CO04122",2012,"C00488130",188990
"119","H0CO04122",2012,"C00488973",188991
"120","H0CO04122",2012,"C00461749",188989
"121","H0CT02140",2012,"C00461012",189003
"122","H0CT02165",2012,"C00482653",189005
"123","H0CT03072",2012,"C00238865",189007
"124","H0CT05119",2012,"C00461053",189016
"125","H0CT05127",2012,"C00462663",189017
"126","H0CT05150",2012,"C00469122",189018
"127","H0CT05150",2012,"C00493395",192192
"128","H0DC00058",2012,"C00244335",189020
"129","H0DC00215",2012,"C00508192",193642
"130","H0DC00215",2012,"C00486746",189024
"131","H0DE01017",2012,"C00460899",189030
"132","H0DE01025",2012,"C00473421",189031
"133","H0FL02086",2012,"C00460261",189035
"134","H0FL02110",2012,"C00529024",195133
"135","H0FL02110",2012,"C00468959",189036
"136","H0FL02110",2012,"C00488874",189037
"137","H0FL02110",2012,"C00499889",192904
"138","H0FL02110",2012,"C00493783",192238
"139","H0FL03100",2012,"C00479030",189043
"140","H0FL04033",2012,"C00346767",192375
"141","H0FL04066",2012,"C00352849",189046
"142","H0FL05139",2012,"C00482281",189050
"143","H0FL05139",2012,"C00511410",193901
"144","H0FL05139",2012,"C00499889",192903
"145","H0FL05139",2012,"C00504514",193362
"146","H0FL06061",2012,"C00462515",189051
"147","H0FL06079",2012,"C00519439",194504
"148","H0FL06079",2012,"C00480608",189052
"149","H0FL07077",2012,"C00463778",189054
"150","H0FL07077",2012,"C00515106",194225
"151","H0FL08158",2012,"C00474064",189059
"152","H0FL08208",2012,"C00488874",189064
"153","H0FL08208",2012,"C00481911",189063
"154","H0FL08208",2012,"C00527697",195047
"155","H0FL08208",2012,"C00506824",194555
"156","H0FL08208",2012,"C00511410",193909
"157","H0FL08208",2012,"C00499889",192915
"158","H0FL08208",2012,"C00514042",194146
"159","H0FL11178",2012,"C00475038",189072
"160","H0FL11178",2012,"C00507988",193635
"161","H0FL12101",2012,"C00459461",189075
"162","H0FL12101",2012,"C00499889",192914
"163","H0FL12101",2012,"C00527697",195052
"164","H0FL14065",2012,"C00471177",189083
"165","H0FL15054",2012,"C00468488",189085
"166","H0FL16052",2012,"C00478818",189086
"167","H0FL17068",2012,"C00460055",189091
"168","H0FL17118",2012,"C00468652",189096
"169","H0FL18025",2012,"C00280537",189100
"170","H0FL19049",2012,"C00459768",189102
"171","H0FL19080",2012,"C00530899",195173
"172","H0FL19080",2012,"C00501825",193086
"173","H0FL19080",2012,"C00469163",189105
"174","H0FL20070",2012,"C00474478",189108
"175","H0FL20070",2012,"C00520106",194604
"176","H0FL20104",2012,"C00525014",194902
"177","H0FL20104",2012,"C00486548",189111
"178","H0FL24023",2012,"C00494310",192414
"179","H0FL24023",2012,"C00462788",189114
"180","H0FL24049",2012,"C00520106",194609
"181","H0FL24049",2012,"C00506824",193548
"182","H0FL24049",2012,"C00488874",189116
"183","H0FL24049",2012,"C00499889",192913
"184","H0FL24049",2012,"C00463877",189115
"185","H0FL24148",2012,"C00512442",194039
"186","H0FL24148",2012,"C00475707",189121
"187","H0FL24171",2012,"C00492330",192112
"188","H0FL25038",2012,"C00477356",189126
"189","H0GA02241",2012,"C00506790",193564
"190","H0GA07133",2012,"C00482307",189140
"191","H0GA07133",2012,"C00511410",193910
"192","H0GA07133",2012,"C00495663",192522
"193","H0GA07133",2012,"C00504514",193363
"194","H0GA08040",2012,"C00466268",194867
"195","H0GA08040",2012,"C00524975",194890
"196","H0GA08099",2012,"C00495663",192526
"197","H0GA08099",2012,"C00482737",189148
"198","H0GA08099",2012,"C00493783",192253
"199","H0GA08099",2012,"C00492884",192167
"200","H0GA09030",2012,"C00495663",192547
"201","H0GA09030",2012,"C00501866",193126
"202","H0GA09030",2012,"C00462556",192546
"203","H0GA09030",2012,"C00511493",193915
"204","H0GA13099",2012,"C00483362",189167
"205","H0HI01157",2012,"C00441451",189169
"206","H0HI01165",2012,"C00478974",189170
"207","H0IA01117",2012,"C00525360",194922
"208","H0IA01117",2012,"C00526384",194985
"209","H0IA01117",2012,"C00474635",189175
"210","H0IA01117",2012,"C00510529",193825
"211","H0IA02099",2012,"C00499079",192827
"212","H0IA03170",2012,"C00514075",194156
"213","H0IA03170",2012,"C00481887",189184
"214","H0ID01253",2012,"C00470948",189188
"215","H0ID01253",2012,"C00514240",194169
"216","H0ID01253",2012,"C00494252",192330
"217","H0ID02061",2012,"C00464412",189191
"218","H0ID02061",2012,"C00521526",194705
"219","H0IL01137",2012,"C00460949",189195
"220","H0IL01152",2012,"C00511345",193904
"221","H0IL05096",2012,"C00501825",193094
"222","H0IL05096",2012,"C00457556",189199
"223","H0IL08090",2012,"C00511519",194611
"224","H0IL08090",2012,"C00493577",192461
"225","H0IL08090",2012,"C00491597",189217
"226","H0IL08090",2012,"C00473579",189216
"227","H0IL10302",2012,"C00465971",189224
"228","H0IL10302",2012,"C00483347",189225
"229","H0IL10302",2012,"C00491597",189226
"230","H0IL10302",2012,"C00493791",192248
"231","H0IL10302",2012,"C00528851",195119
"232","H0IL10302",2012,"C00527549",195037
"233","H0IL10302",2012,"C00506824",193547
"234","H0IL10302",2012,"C00493817",192277
"235","H0IL10302",2012,"C00519116",194498
"236","H0IL10302",2012,"C00514364",194179
"237","H0IL10302",2012,"C00502252",193154
"238","H0IL11052",2012,"C00458877",189230
"239","H0IL11052",2012,"C00483347",189231
"240","H0IL11052",2012,"C00491597",189232
"241","H0IL12076",2012,"C00505073",193405
"242","H0IL12084",2012,"C00490532",189235
"243","H0IL14080",2012,"C00527549",195028
"244","H0IL14080",2012,"C00483347",189238
"245","H0IL14080",2012,"C00467522",189237
"246","H0IL14080",2012,"C00491597",189239
"247","H0IL14080",2012,"C00493783",192239
"248","H0IL15053",2012,"C00511519",194602
"249","H0IL15053",2012,"C00350421",189241
"250","H0IL15087",2012,"C00462911",189242
"251","H0IL16085",2012,"C00252973",189243
"252","H0IL16168",2012,"C00472316",189244
"253","H0IL17059",2012,"C00495077",194948
"254","H0IL17059",2012,"C00492884",192159
"255","H0IL17059",2012,"C00502252",193152
"256","H0IL17059",2012,"C00493783",192254
"257","H0IL17059",2012,"C00459354",189245
"258","H0IL17059",2012,"C00491597",189246
"259","H0IL17059",2012,"C00527549",195031
"260","H0IL17059",2012,"C00528851",195102
"261","H0IL17059",2012,"C00514364",194181
"262","H0IL19048",2012,"C00481226",189249
"263","H0IN02125",2012,"C00525287",194916
"264","H0IN02125",2012,"C00460667",189254
"265","H0IN02190",2012,"C00468579",189255
"266","H0IN02190",2012,"C00521294",194888
"267","H0IN02190",2012,"C00529644",195137
"268","H0IN02190",2012,"C00490748",189256
"269","H0IN03198",2012,"C00523985",194839
"270","H0IN03198",2012,"C00484683",189262
"271","H0IN03198",2012,"C00493783",192240
"272","H0IN04170",2012,"C00490748",189264
"273","H0IN04170",2012,"C00476192",189263
"274","H0IN05169",2012,"C00483057",189273
"275","H0IN06092",2012,"C00485409",189274
"276","H0IN07157",2012,"C00513119",194083
"277","H0IN07157",2012,"C00465120",189275
"278","H0IN08114",2012,"C00525394",194921
"279","H0IN08114",2012,"C00488874",189279
"280","H0IN08114",2012,"C00468256",189278
"281","H0IN08148",2012,"C00500942",192999
"282","H0IN09070",2012,"C00492884",192168
"283","H0IN09070",2012,"C00490748",189285
"284","H0IN09070",2012,"C00459255",189284
"285","H0IN09088",2012,"C00460683",189286
"286","H0KS03137",2012,"C00472365",189299
"287","H0KS04051",2012,"C00460402",189306
"288","H0KS04051",2012,"C00501759",193081
"289","H0KS04101",2012,"C00521344",194690
"290","H0KY03226",2012,"C00505149",193408
"291","H0KY03226",2012,"C00480186",189314
"292","H0KY04109",2012,"C00459909",189315
"293","H0KY05015",2012,"C00116632",189316
"294","H0KY06104",2012,"C00539940",195255
"295","H0KY06104",2012,"C00527549",195026
"296","H0KY06104",2012,"C00521294",194894
"297","H0KY06104",2012,"C00524728",194878
"298","H0KY06104",2012,"C00467571",189318
"299","H0LA01087",2012,"C00394957",189319
"300","H0LA03141",2012,"C00472712",189328
"301","H0MA04036",2012,"C00128868",189342
"302","H0MA04036",2012,"C00501825",193073
"303","H0MA04119",2012,"C00471664",189343
"304","H0MA04127",2012,"C00476598",189344
"305","H0MA04127",2012,"C00510065",193790
"306","H0MA05066",2012,"C00468975",189346
"307","H0MA05108",2012,"C00485813",189348
"308","H0MA06072",2012,"C00464354",189349
"309","H0MA07039",2012,"C00485284",189351
"310","H0MA10082",2012,"C00479063",189358
"311","H0MA10082",2012,"C00501825",193108
"312","H0MD07072",2012,"C00485573",189377
"313","H0MD08138",2012,"C00527689",195046
"314","H0MD08138",2012,"C00484550",189379
"315","H0MI01088",2012,"C00476325",189383
"316","H0MI01088",2012,"C00531574",195184
"317","H0MI01088",2012,"C00511519",193917
"318","H0MI01088",2012,"C00528851",195106
"319","H0MI01088",2012,"C00495077",194943
"320","H0MI01088",2012,"C00522755",194772
"321","H0MI01088",2012,"C00488874",189384
"322","H0MI01153",2012,"C00483784",189390
"323","H0MI01153",2012,"C00489047",189391
"324","H0MI02094",2012,"C00493817",192273
"325","H0MI02094",2012,"C00531574",195190
"326","H0MI02094",2012,"C00459297",189393
"327","H0MI03126",2012,"C00476291",189401
"328","H0MI03126",2012,"C00531574",195179
"329","H0MI06103",2012,"C00479329",189412
"330","H0MI07085",2012,"C00477422",189416
"331","H0MI07093",2012,"C00479691",189417
"332","H0MI08042",2012,"C00343863",189419
"333","H0MI08091",2012,"C00501734",193058
"334","H0MI08091",2012,"C00485599",193803
"335","H0MI09115",2012,"C00463570",189421
"336","H0MI10071",2012,"C00347476",189423
"337","H0MI10212",2012,"C00489955",189425
"338","H0MI12127",2012,"C00518977",194480
"339","H0MI12127",2012,"C00477927",189428
"340","H0MI12135",2012,"C00487264",189429
"341","H0MI13398",2012,"C00477828",189432
"342","H0MI13414",2012,"C00484493",189434
"343","H0MN01037",2012,"C00470914",189439
"344","H0MN04023",2012,"C00519314",194518
"345","H0MN04049",2012,"C00354688",189447
"346","H0MN04163",2012,"C00486894",189450
"347","H0MN05103",2012,"C00470773",189451
"348","H0MN05103",2012,"C00495093",192413
"349","H0MN06127",2012,"C00484527",189456
"350","H0MN06127",2012,"C00496513",192608
"351","H0MN06127",2012,"C00464230",189455
"352","H0MN07059",2012,"C00474452",189457
"353","H0MN08115",2012,"C00519744",194583
"354","H0MN08115",2012,"C00527010",195004
"355","H0MN08115",2012,"C00498386",192766
"356","H0MN08115",2012,"C00528851",195104
"357","H0MN08115",2012,"C00475632",189459
"358","H0MO00019",2012,"C00501825",193104
"359","H0MO00019",2012,"C00493684",192225
"360","H0MO00019",2012,"C00386276",189461
"361","H0MO01066",2012,"C00346080",189463
"362","H0MO01124",2012,"C00502161",193142
"363","H0MO01132",2012,"C00478644",189464
"364","H0MO01132",2012,"C00523753",194831
"365","H0MO03112",2012,"C00464669",189467
"366","H0MO04086",2012,"C00493783",192256
"367","H0MO04086",2012,"C00492884",192152
"368","H0MO04086",2012,"C00464602",189470
"369","H0MO06073",2012,"C00359034",189473
"370","H0MO06156",2012,"C00512079",193990
"371","H0MO06172",2012,"C00502674",193202
"372","H0MO06172",2012,"C00482810",189475
"373","H0MO07113",2012,"C00496562",192615
"374","H0MO07113",2012,"C00460063",189477
"375","H0MO07147",2012,"C00468355",189479
"376","H0MO08244",2012,"C00465906",189484
"377","H0MS01043",2012,"C00464487",189491
"378","H0MS01043",2012,"C00488874",189492
"379","H0MS01043",2012,"C00536623",195244
"380","H0MS01043",2012,"C00511030",193863
"381","H0MS01050",2012,"C00475988",189493
"382","H0MS02066",2012,"C00488684",189496
"383","H0MS04120",2012,"C00498386",192763
"384","H0MS04120",2012,"C00492884",192157
"385","H0MS04120",2012,"C00477323",189498
"386","H0MT00033",2012,"C00469908",189501
"387","H0MT00033",2012,"C00442848",189500
"388","H0MT00033",2012,"C00349431",189499
"389","H0MT00074",2012,"C00520148",194600
"390","H0MT00074",2012,"C00479428",194491
"391","H0NC02059",2012,"C00525022",194887
"392","H0NC02059",2012,"C00490482",189510
"393","H0NC02059",2012,"C00471896",189509
"394","H0NC02059",2012,"C00493783",192241
"395","H0NC04139",2012,"C00508267",193643
"396","H0NC06142",2012,"C00476911",189516
"397","H0NC07090",2012,"C00500165",192937
"398","H0NC07108",2012,"C00475004",189518
"399","H0NC08163",2012,"C00515213",194246
"400","H0NC10151",2012,"C00499954",192908
"401","H0NC10151",2012,"C00467308",189525
"402","H0NC10169",2012,"C00472266",189526
"403","H0NC11084",2012,"C00470179",189529
"404","H0NC11092",2012,"C00471094",189530
"405","H0NC11092",2012,"C00514463",194187
"406","H0NC12074",2012,"C00468777",189533
"407","H0NC13015",2012,"C00465096",189535
"408","H0NC13015",2012,"C00490482",189536
"409","H0NC13064",2012,"C00490490",189540
"410","H0ND00135",2012,"C00474619",189541
"411","H0ND01026",2012,"C00525360",194933
"412","H0ND01026",2012,"C00504704",193372
"413","H0NE03191",2012,"C00474254",189549
"414","H0NH01217",2012,"C00493577",192219
"415","H0NH01217",2012,"C00502278",193165
"416","H0NH01217",2012,"C00521559",194701
"417","H0NH01217",2012,"C00527549",195038
"418","H0NH01217",2012,"C00461350",189552
"419","H0NH01217",2012,"C00497156",192819
"420","H0NH01241",2012,"C00525121",195213
"421","H0NH01241",2012,"C00485516",189554
"422","H0NH02017",2012,"C00302570",189555
"423","H0NH02017",2012,"C00514505",194230
"424","H0NH02017",2012,"C00497156",192820
"425","H0NH02017",2012,"C00521559",194702
"426","H0NH02017",2012,"C00505289",193426
"427","H0NH02017",2012,"C00528851",195112
"428","H0NH02181",2012,"C00512749",194572
"429","H0NH02181",2012,"C00490623",189558
"430","H0NH02181",2012,"C00462861",189556
"431","H0NH02181",2012,"C00526210",194983
"432","H0NH02181",2012,"C00490458",189557
"433","H0NH02215",2012,"C00431502",189561
"434","H0NJ01066",2012,"C00243428",189565
"435","H0NJ03153",2012,"C00477661",189569
"436","H0NJ03153",2012,"C00502252",193157
"437","H0NJ03153",2012,"C00492884",192158
"438","H0NJ03153",2012,"C00528851",195107
"439","H0NJ03153",2012,"C00527549",195041
"440","H0NJ03153",2012,"C00521955",194729
"441","H0NJ06164",2012,"C00512616",194824
"442","H0NJ06164",2012,"C00480251",189576
"443","H0NJ07196",2012,"C00473207",189578
"444","H0NJ07196",2012,"C00510750",193839
"445","H0NJ07212",2012,"C00474304",189579
"446","H0NJ07212",2012,"C00496273",192592
"447","H0NJ10026",2012,"C00225045",189582
"448","H0NJ31014",2012,"C00475137",189591
"449","H0NV02167",2012,"C00536276",195236
"450","H0NV03058",2012,"C00468421",189605
"451","H0NV03058",2012,"C00488130",189606
"452","H0NV03058",2012,"C00488874",189607
"453","H0NV03058",2012,"C00492884",192164
"454","H0NV03058",2012,"C00497156",192812
"455","H0NY01129",2012,"C00529800",195152
"456","H0NY01129",2012,"C00465245",189611
"457","H0NY01129",2012,"C00521294",194898
"458","H0NY01137",2012,"C00468546",189612
"459","H0NY01137",2012,"C00500553",192967
"460","H0NY02085",2012,"C00500736",192977
"461","H0NY02085",2012,"C00358952",189615
"462","H0NY02085",2012,"C00522573",194764
"463","H0NY02168",2012,"C00472548",189616
"464","H0NY02176",2012,"C00473777",189617
"465","H0NY04057",2012,"C00465054",189620
"466","H0NY04099",2012,"C00484774",189624
"467","H0NY09072",2012,"C00483495",193656
"468","H0NY12159",2012,"C00516633",194328
"469","H0NY12159",2012,"C00483016",189630
"470","H0NY13074",2012,"C00539940",195265
"471","H0NY13074",2012,"C00510271",193785
"472","H0NY13074",2012,"C00506824",194550
"473","H0NY13074",2012,"C00530873",195181
"474","H0NY13074",2012,"C00493817",192264
"475","H0NY13074",2012,"C00502252",193155
"476","H0NY13074",2012,"C00505289",193421
"477","H0NY13074",2012,"C00470807",189632
"478","H0NY13074",2012,"C00503326",193259
"479","H0NY15103",2012,"C00463406",189638
"480","H0NY15129",2012,"C00482893",189640
"481","H0NY15129",2012,"C00507426",193602
"482","H0NY18065",2012,"C00240986",189645
"483","H0NY18164",2012,"C00479303",189646
"484","H0NY19139",2012,"C00493817",192250
"485","H0NY19139",2012,"C00506824",194552
"486","H0NY19139",2012,"C00527549",195040
"487","H0NY19139",2012,"C00466490",189648
"488","H0NY19139",2012,"C00503326",193258
"489","H0NY19139",2012,"C00519744",194584
"490","H0NY20095",2012,"C00539940",195258
"491","H0NY20095",2012,"C00492884",192151
"492","H0NY20095",2012,"C00519744",194585
"493","H0NY20095",2012,"C00528851",195105
"494","H0NY20095",2012,"C00493783",192245
"495","H0NY20095",2012,"C00488874",189655
"496","H0NY20095",2012,"C00487637",189654
"497","H0NY20095",2012,"C00477984",189653
"498","H0NY20095",2012,"C00503326",193255
"499","H0NY23057",2012,"C00521294",194892
"500","H0NY23057",2012,"C00462853",189657
"501","H0NY23081",2012,"C00464495",189660
"502","H0NY23081",2012,"C00501825",193092
"503","H0NY23081",2012,"C00528141",195070
"504","H0NY25078",2012,"C00487637",189665
"505","H0NY25078",2012,"C00473751",189664
"506","H0NY25078",2012,"C00503326",193257
"507","H0NY25078",2012,"C00493577",192215
"508","H0NY25078",2012,"C00528851",195103
"509","H0NY25078",2012,"C00522755",194770
"510","H0NY25078",2012,"C00519744",194582
"511","H0NY29054",2012,"C00464032",189671
"512","H0NY29054",2012,"C00471060",189672
"513","H0NY29054",2012,"C00503326",193254
"514","H0NY29054",2012,"C00523985",194840
"515","H0NY29054",2012,"C00487637",189673
"516","H0NY29054",2012,"C00517896",194400
"517","H0OH06189",2012,"C00504514",193364
"518","H0OH06189",2012,"C00476820",189684
"519","H0OH06189",2012,"C00491613",189685
"520","H0OH06189",2012,"C00510396",193830
"521","H0OH06189",2012,"C00502252",193150
"522","H0OH07104",2012,"C00508796",193716
"523","H0OH07104",2012,"C00478123",189691
"524","H0OH07120",2012,"C00480103",189692
"525","H0OH08029",2012,"C00520288",194614
"526","H0OH08029",2012,"C00492355",192115
"527","H0OH08029",2012,"C00495291",192488
"528","H0OH08029",2012,"C00495309",192487
"529","H0OH08029",2012,"C00527549",195032
"530","H0OH08029",2012,"C00237198",189693
"531","H0OH08029",2012,"C00469106",189694
"532","H0OH08029",2012,"C00478354",189695
"533","H0OH12062",2012,"C00347492",189699
"534","H0OH12062",2012,"C00511865",194017
"535","H0OH16089",2012,"C00464156",189709
"536","H0OH16097",2012,"C00510396",193816
"537","H0OH16097",2012,"C00502252",193156
"538","H0OH16097",2012,"C00506824",194553
"539","H0OH16097",2012,"C00528851",195116
"540","H0OH16097",2012,"C00493817",192236
"541","H0OH16097",2012,"C00539940",195257
"542","H0OH16097",2012,"C00491613",189712
"543","H0OH16097",2012,"C00488528",189711
"544","H0OH16097",2012,"C00466359",189710
"545","H0OH17186",2012,"C00512376",194023
"546","H0OH18077",2012,"C00510396",193815
"547","H0OH18077",2012,"C00491613",189716
"548","H0OH18077",2012,"C00466516",189715
"549","H0OH18077",2012,"C00493783",192257
"550","H0OH18077",2012,"C00502252",193149
"551","H0OH18085",2012,"C00512111",193979
"552","H0OK04133",2012,"C00458992",189724
"553","H0OK05114",2012,"C00466482",189726
"554","H0OK05155",2012,"C00480459",189730
"555","H0OK05155",2012,"C00506121",193493
"556","H0OR01095",2012,"C00464107",189733
"557","H0OR01095",2012,"C00489476",189734
"558","H0OR01103",2012,"C00465146",189735
"559","H0OR02093",2012,"C00476234",189738
"560","H0OR02093",2012,"C00504480",193354
"561","H0OR04081",2012,"C00481341",189740
"562","H0OR05047",2012,"C00514695",194205
"563","H0PA03271",2012,"C00474189",189747
"564","H0PA03271",2012,"C00493577",192462
"565","H0PA03271",2012,"C00495242",192455
"566","H0PA04220",2012,"C00521294",194899
"567","H0PA04220",2012,"C00497115",192671
"568","H0PA04220",2012,"C00539940",195264
"569","H0PA04220",2012,"C00467530",189750
"570","H0PA06084",2012,"C00525469",194951
"571","H0PA06084",2012,"C00528638",195094
"572","H0PA06084",2012,"C00466607",189755
"573","H0PA07082",2012,"C00521955",194724
"574","H0PA07082",2012,"C00493791",192259
"575","H0PA07082",2012,"C00527549",195029
"576","H0PA07082",2012,"C00511030",193844
"577","H0PA07082",2012,"C00497156",192817
"578","H0PA07082",2012,"C00500298",192948
"579","H0PA07082",2012,"C00493577",192459
"580","H0PA07082",2012,"C00495242",192451
"581","H0PA07082",2012,"C00466870",189760
"582","H0PA07082",2012,"C00487397",189761
"583","H0PA07082",2012,"C00491407",189762
"584","H0PA10078",2012,"C00495242",192453
"585","H0PA10078",2012,"C00475145",189769
"586","H0PA12132",2012,"C00525451",194937
"587","H0PA12132",2012,"C00476861",189776
"588","H0PA12132",2012,"C00501825",193106
"589","H0PA15093",2012,"C00464305",189785
"590","H0PA19053",2012,"C00343376",189790
"591","H0PA19095",2012,"C00511550",193925
"592","H0RI01065",2012,"C00460923",189795
"593","H0RI01073",2012,"C00501825",193062
"594","H0RI01073",2012,"C00522433",194759
"595","H0RI01073",2012,"C00476564",189796
"596","H0RI01073",2012,"C00490169",189797
"597","H0RI01107",2012,"C00484329",189800
"598","H0RI02139",2012,"C00344697",189801
"599","H0RI02212",2012,"C00473694",189803
"600","H0SC01204",2012,"C00467290",189809
"601","H0SC01279",2012,"C00476226",189814
"602","H0SC01279",2012,"C00511410",193902
"603","H0SC01279",2012,"C00493429",192204
"604","H0SC01279",2012,"C00499871",192907
"605","H0SC01279",2012,"C00523985",194841
"606","H0SC03077",2012,"C00460550",189820
"607","H0SC03077",2012,"C00496562",192612
"608","H0SC03077",2012,"C00499871",192916
"609","H0SC04257",2012,"C00499871",192906
"610","H0SC04257",2012,"C00462523",189828
"611","H0SC05031",2012,"C00499871",192917
"612","H0SC05031",2012,"C00471292",189831
"613","H0SD00054",2012,"C00488874",189836
"614","H0SD00054",2012,"C00488130",189835
"615","H0SD00054",2012,"C00476853",189834
"616","H0SD00054",2012,"C00493429",192201
"617","H0TN03254",2012,"C00514240",194170
"618","H0TN03254",2012,"C00461822",189839
"619","H0TN04195",2012,"C00464073",189846
"620","H0TN04195",2012,"C00493783",192242
"621","H0TN05150",2012,"C00474593",189853
"622","H0TN05242",2012,"C00482323",189857
"623","H0TN06224",2012,"C00519546",194531
"624","H0TN06224",2012,"C00467787",189859
"625","H0TN06257",2012,"C00517896",194401
"626","H0TN06257",2012,"C00472878",189862
"627","H0TN08246",2012,"C00510271",193784
"628","H0TN08246",2012,"C00493783",192246
"629","H0TN08246",2012,"C00506824",194548
"630","H0TN08246",2012,"C00466854",189871
