"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"952","H2MD06161","POORAN, MILAD LALI","DEM",2012,"H","MD",6,"C00505156"
"953","H2MD06179","MOONEY, ALEXANDER XAVIER","REP",2012,"H","MD",6,"C00506774"
"954","H2MD06187","BRINKLEY, DAVID ROSS","REP",2012,"H","MD",6,"C00507012"
"955","H2MD06195","DELANEY, JOHN K","DEM",2012,"H","MD",6,"C00508416"
"956","H2MD06203","BAILEY, CHARLES BOILEAU","DEM",2012,"H","MD",6,"C00512731"
"957","H2MD06211","LITTLE, RONALD SHERVINGTON","DEM",2012,"H","MD",6,"C00510693"
"958","H2MD06229","AFZALI, KATHY","REP",2012,"H","MD",6,"C00511360"
"959","H2MD06237","COBLENTZ, ROBERT PHILIP","REP",2012,"H","MD",6,"C00516765"
"960","H2MD06245","JAMES, PETER","REP",2012,"H","MD",6,"C00519272"
"961","H2MD07060","BUSCH, TY GLEN","REP",2012,"H","MD",7,""
"962","H2MD07078","KINSEY, M. JUSTIN","REP",2012,"H","MD",7,""
"963","H2MD08084","SKOLNICK, SHELTON","REP",2012,"H","MD",8,""
"964","H2MD08126","VAN HOLLEN, CHRIS","DEM",2012,"H","MD",8,"C00366096"
"965","H2MD08159","TIMMERMAN, KEN","REP",2012,"H","MD",8,"C00510891"
"966","H2ME01115","CALDER, PATRICK D","REP",2012,"H","ME",1,"C00494575"
"967","H2ME01123","COURTNEY, JONATHAN T E","REP",2012,"H","ME",1,"C00521245"
"968","H2ME02071","RAYE, KEVIN L","REP",2012,"H","ME",2,"C00519231"
"969","H2ME02097","MICHAUD, MICHAEL H.","DEM",2012,"H","ME",2,"C00367821"
"970","H2ME02154","RICHARDSON, RALPH BLAINE","REP",2012,"H","ME",2,"C00518514"
"971","H2MI00037","MCCOTTER, THADDEUS G","REP",2012,"H","MI",11,"C00365841"
"972","H2MI01118","BAILEY, DEREK J","DEM",2012,"H","MI",1,""
"973","H2MI01134","GLOVER, KEVIN","DEM",2012,"H","MI",1,"C00536672"
"974","H2MI02124","TAKITAKI, DAVID MICHAEL","DEM",2012,"H","MI",2,"C00515783"
"975","H2MI02132","GERMAN, WILLIE JR","DEM",2012,"H","MI",2,"C00524736"
"976","H2MI03130","THOMAS, TREVOR","DEM",2012,"H","MI",3,"C00512350"
"977","H2MI03148","PESTKA, STEVE","DEM",2012,"H","MI",3,"C00516211"
"978","H2MI04237","WIRTH, DEBRA FREIDELL","DEM",2012,"H","MI",4,"C00522953"
"979","H2MI05119","KILDEE, DANIEL T","DEM",2012,"H","MI",5,"C00499947"
"980","H2MI05127","SLEZAK, JAMES","REP",2012,"H","MI",5,"C00503276"
"981","H2MI05135","WASSA, THOMAS STEVEN","REP",2012,"H","MI",5,"C00506378"
"982","H2MI06075","O'BRIEN, MICHAEL DENNIS","DEM",2012,"H","MI",6,"C00519892"
"983","H2MI07099","HASKELL, KURT RICHARD","DEM",2012,"H","MI",7,"C00516989"
"984","H2MI07107","MARQUEZ, RUBEN","DEM",2012,"H","MI",7,"C00522268"
"985","H2MI08105","HETRICK, BRIAN CLINTON","REP",2012,"H","MI",8,"C00507475"
"986","H2MI08113","MAGDICH, MICHAEL","DEM",2012,"H","MI",8,"C00518662"
"987","H2MI08121","MOLNAR, VERNON","REP",2012,"H","MI",8,""
"988","H2MI09111","KNOLLENBERG, MARTIN JOSEPH","REP",2012,"H","MI",9,"C00494815"
"989","H2MI09129","ONEIL, ALLEN JAMES ""AJ""","DEM",2012,"H","MI",9,"C00505743"
"990","H2MI09145","DILDILIAN, GREG","REP",2012,"H","MI",9,"C00522177"
"991","H2MI10093","QUINN, JEROME GEORGE","DEM",2012,"H","MI",10,"C00516849"
"992","H2MI10101","STADLER, CHUCK","DEM",2012,"H","MI",10,"C00524215"
"993","H2MI11117","TAJ, SYED DR","DEM",2012,"H","MI",11,"C00503169"
"994","H2MI11125","KOWALL, MICHAEL W","REP",2012,"H","MI",11,"C00503698"
"995","H2MI11133","BENTIVOLIO, KERRY","REP",2012,"H","MI",11,"C00504035"
"996","H2MI11141","ROBERTS, WILLIAM F","DEM",2012,"H","MI",11,"C00513390"
"997","H2MI11158","CASSIS, NANCY","REP",2012,"H","MI",11,"C00523431"
"998","H2MI11166","CRIDER, KENNETH","REP",2012,"H","MI",11,""
"999","H2MI11174","KAVANAGH, CAROLYN ROSE","REP",2012,"H","MI",11,"C00528240"
"1000","H2MI11182","KING, STEVE","REP",2012,"H","MI",11,""
"1001","H2MI11190","CURSON, DAVID ","DEM",2012,"H","MI",11,"C00527051"
"1002","H2MI12131","JACOBSEN, KAREN E","REP",2012,"H","MI",12,"C00504951"
"1003","H2MI12149","MARCIN, DANIEL","DEM",2012,"H","MI",12,"C00512103"
"1004","H2MI12156","KALLGREN, CYNTHIA","REP",2012,"H","MI",12,"C00522870"
"1005","H2MI13113","JOHNSON, BERTRAM COURTNEY","DEM",2012,"H","MI",13,"C00504837"
"1006","H2MI13121","ANDERSON, GLENN STANFORD","DEM",2012,"H","MI",13,"C00505123"
"1007","H2MI13139","JOHNSON, THAMAR","DEM",2012,"H","MI",13,"C00509752"
"1008","H2MI13147","GOCI, JOHN","DEM",2012,"H","MI",13,"C00512764"
"1009","H2MI13154","JACKSON, SHANELLE M","DEM",2012,"H","MI",13,"C00514687"
"1010","H2MI13162","SAWICKI, HARRY T.","REP",2012,"H","MI",13,""
"1011","H2MI14111","LAWRENCE, BRENDA LUIENAR","DEM",2012,"H","MI",14,"C00510008"
"1012","H2MI14129","COSTELLO, ROBERT K","DEM",2012,"H","MI",14,"C00522862"
"1013","H2MI17023","LEVIN, SANDER M MR","DEM",2012,"H","MI",9,"C00156612"
"1014","H2MN01132","PARRY, MIKE","REP",2012,"H","MN",1,"C00503706"
"1015","H2MN02122","OBERMUELLER, MICHAEL E","DEM",2012,"H","MN",2,"C00518811"
"1016","H2MN02130","GERSON, DAVID ADAM","REP",2012,"H","MN",2,"C00523738"
"1017","H2MN03062","SUND, SHARON ROBERSON","DEM",2012,"H","MN",3,"C00499137"
"1018","H2MN03088","HOWARD, JOHN WHITMAN III","REP",2012,"H","MN",3,"C00515270"
"1019","H2MN04102","FLOOD, DANIEL M","REP",2012,"H","MN",4,"C00506576"
"1020","H2MN04110","HERNANDEZ, ANTHONY J","REP",2012,"H","MN",4,"C00518308"
"1021","H2MN04128","SEIFORD, RON","REP",2012,"H","MN",4,""
"1022","H2MN05133","FIELDS, CHRIS","REP",2012,"H","MN",5,"C00500918"
"1023","H2MN05141","BOISCLAIR, GARY E","DEM",2012,"H","MN",5,"C00526152"
"1024","H2MN06172","NOLAN, ANNE C","DEM",2012,"H","MN",6,"C00516450"
"1025","H2MN06180","MCGOLDRICK, BRIAN JOSEPH","DEM",2012,"H","MN",6,"C00518498"
"1026","H2MN06206","THOMPSON, STEPHEN","REP",2012,"H","MN",6,""
"1027","H2MN07089","HOFFMAN, GRETCHEN","REP",2012,"H","MN",7,"C00516435"
"1028","H2MN08103","ANDERSON, JEFF","DEM",2012,"H","MN",8,"C00498030"
"1029","H2MN08129","FANNING, DANIEL MICHAEL","DEM",2012,"H","MN",8,"C00504076"
"1030","H2MO02102","WAGNER, ANN L","REP",2012,"H","MO",2,"C00495846"
"1031","H2MO02110","JOTTE, RANDALL (RANDY) STEPHEN","REP",2012,"H","MO",2,"C00503474"
"1032","H2MO02128","KOENEN, GLENN MICHAEL","DEM",2012,"H","MO",2,"C00518639"
"1033","H2MO02136","WHITFIELD, HAROLD L","DEM",2012,"H","MO",2,"C00521161"
"1034","H2MO03134","MAYER, ERIC C","DEM",2012,"H","MO",3,"C00521062"
"1035","H2MO04082","HENSLEY, TERESA","DEM",2012,"H","MO",4,"C00510404"
"1036","H2MO04090","MOWINSKI, BERNIE","REP",2012,"H","MO",4,""
"1037","H2MO05352","BURRIS, MICHAEL CRAIG","REP",2012,"H","MO",5,"C00516716"
"1038","H2MO05360","GREENE, JASON","REP",2012,"H","MO",5,"C00524025"
"1039","H2MO06186","NOLTE, GERALD","REP",2012,"H","MO",5,"C00492777"
"1040","H2MO06194","HARRIS, RONALD WILLIAM","DEM",2012,"H","MO",6,"C00519504"
"1041","H2MO06202","HEDGE, W A (BILL)","DEM",2012,"H","MO",6,"C00523563"
"1042","H2MO06210","GOUGH, BOB","REP",2012,"H","MO",6,""
"1043","H2MO07093","EVANS, JAMES S","DEM",2012,"H","MO",7,"C00515817"
"1044","H2MO07101","STILSON, THOMAS SHANE","REP",2012,"H","MO",7,"C00521229"
"1045","H2MO08067","MAHN, TODD","DEM",2012,"H","MO",8,""
"1046","H2MO08075","RUSHIN, JACK D, D C","DEM",2012,"H","MO",8,"C00522003"
"1047","H2MP00010","DEMAPAN, IGNACIA TUDELA","REP",2012,"H","MP",0,""
"1048","H2MP00028","DEMAPAN, IGNACIA T DR","REP",2012,"H","MP",0,"C00532408"
"1049","H2MS01080","ESTES, ROBERT BENJAMINE III","REP",2012,"H","MS",1,"C00509224"
"1050","H2MS01098","MORRIS, BRAD","DEM",2012,"H","MS",1,"C00513788"
"1051","H2MS02120","MCTEER, HEATHER","DEM",2012,"H","MS",2,"C00495119"
"1052","H2MS03102","BIGGS, CRYSTAL CORSHE","DEM",2012,"H","MS",3,"C00510453"
"1053","H2MS03110","ALLEN, ROBERT J","REP",2012,"H","MS",3,""
"1054","H2MS04167","LAROSE, JOSHUA","DEM",2012,"H","MS",4,"C00510032"
"1055","H2MS04175","VINCENT, RONALD J","REP",2012,"H","MS",4,"C00510289"
"1056","H2MS04183","HERRINGTON, MICHAEL","DEM",2012,"H","MS",4,""
"1057","H2MS04191","VITOSKY, JASON","DEM",2012,"H","MS",4,""
"1058","H2MS04209","BURLESON, CINDY","REP",2012,"H","MS",4,""
"1059","H2MS04225","MOORE, MATT","DEM",2012,"H","MS",4,"C00534008"
"1060","H2MT00021","WILMER, FRANKE","DEM",2012,"H","MT",0,"C00493189"
"1061","H2MT00039","ABARR, JOHN ALLEN","DEM",2012,"H","MT",0,"C00496802"
"1062","H2MT00047","GILLAN, KIM","DEM",2012,"H","MT",0,"C00497776"
"1063","H2MT00054","STROHMAIER, DAVID JON","DEM",2012,"H","MT",0,"C00497800"
"1064","H2MT00062","STUTZ, ROBERT","DEM",2012,"H","MT",0,"C00501817"
"1065","H2MT00070","SMITH, DIANE","DEM",2012,"H","MT",0,"C00505677"
"1066","H2MT00088","BROSTEN, ERIC","REP",2012,"H","MT",0,"C00514182"
"1067","H2MT00104","MELKUS, VINCENT","REP",2012,"H","MT",0,""
"1068","H2MT01060","DAINES, STEVEN","REP",2012,"H","MT",0,"C00491357"
"1069","H2MT01078","WARD, JASON","DEM",2012,"H","MT",0,"C00510842"
"1070","H2NC00018","MORRIS, TONI","DEM",2012,"H","NC",2,"C00507061"
"1071","H2NC01081","JONES, WALTER B.","REP",2012,"H","NC",3,"C00305052"
"1072","H2NC01198","DILAURO, PETER","REP",2012,"H","NC",1,""
"1073","H2NC01206","WHITTACRE, DANIEL-LYNN","DEM",2012,"H","NC",1,""
"1074","H2NC02162","MUNNO, CLEMENT F","REP",2012,"H","NC",2,"C00510586"
"1075","H2NC02170","WILKINS, STEPHEN P","DEM",2012,"H","NC",2,"C00513408"
"1076","H2NC02188","SPEER, RICHARD J","REP",2012,"H","NC",2,"C00513770"
"1077","H2NC02196","HOLMES, SONYA PAGE","REP",2012,"H","NC",2,"C00513978"
"1078","H2NC02212","BIBBS, JAMES","DEM",2012,"H","NC",2,""
"1079","H2NC03079","PALOMBO, FRANK","REP",2012,"H","NC",3,"C00501635"
"1080","H2NC03087","ANDERSON, ERIK STEVEN","DEM",2012,"H","NC",3,"C00513952"
"1081","H2NC04085","YOPP, EVERETT DOUGLAS JR","REP",2012,"H","NC",4,"C00513242"
"1082","H2NC04093","ALLEN, JAMES ROBERT","REP",2012,"H","NC",4,""
"1083","H2NC05124","JOHNSON, TREVA RENA","DEM",2012,"H","NC",5,"C00506485"
"1084","H2NC05132","MOTSINGER, ELISABETH MARIE","DEM",2012,"H","NC",5,"C00508580"
"1085","H2NC05140","PELLER, BRUCE G","DEM",2012,"H","NC",5,"C00519686"
"1086","H2NC06064","FLYNN, WILLIAM","REP",2012,"H","NC",6,"C00514935"
"1087","H2NC06072","FORIEST, ANTHONY E","DEM",2012,"H","NC",6,"C00515262"
"1088","H2NC07096","ROUZER, DAVID CHESTON MR.","REP",2012,"H","NC",7,"C00501643"
"1089","H2NC08169","BARRY, DANIEL B","REP",2012,"H","NC",9,"C00500710"
"1090","H2NC08177","WHITLEY, JOHN MATTHEW","REP",2012,"H","NC",8,"C00504431"
"1091","H2NC08185","HUDSON, RICHARD L. JR.","REP",2012,"H","NC",8,"C00504522"
"1092","H2NC08193","STEEN, FRED FRANKLIN III","REP",2012,"H","NC",8,"C00507905"
"1093","H2NC08201","WILLIAMS, MARCUS W","DEM",2012,"H","NC",8,"C00515171"
"1094","H2NC08219","BLUE, ANTONIO","DEM",2012,"H","NC",8,"C00527465"
"1095","H2NC09050","STEINBERG, MICHAEL DAVID","REP",2012,"H","NC",9,"C00504886"
"1096","H2NC09068","SHAFFER, MICHAEL ALAN","REP",2012,"H","NC",9,"C00509380"
"1097","H2NC09076","ROBERTS, JENNIFER","DEM",2012,"H","NC",9,"C00513259"
"1098","H2NC09084","GAUTHIER, JON EDWARD","REP",2012,"H","NC",9,"C00514471"
"1099","H2NC09092","PENDERGRAPH, JIM","REP",2012,"H","NC",9,"C00513374"
"1100","H2NC09100","KILLIAN, RICHARD DANIEL","REP",2012,"H","NC",9,"C00514166"
"1101","H2NC09118","PEACOCK, EDWIN B III","REP",2012,"H","NC",9,"C00514877"
"1102","H2NC09126","DULIN, ANDY T","REP",2012,"H","NC",9,"C00514380"
"1103","H2NC09134","PITTENGER, ROBERT M THE HONORABLE","REP",2012,"H","NC",9,"C00514513"
"1104","H2NC09142","LEONCZYK, KENNETH GEORGE JR","REP",2012,"H","NC",9,"C00515015"
"1105","H2NC09159","LYNCH, RICHARD","REP",2012,"H","NC",9,""
"1106","H2NC10066","WYNN, HEATH DOUGLAS","DEM",2012,"H","NC",10,"C00498857"
"1107","H2NC10074","FORTENBERRY, KENNETH HALE","REP",2012,"H","NC",10,"C00500892"
"1108","H2NC10082","MURPHY, TIMOTHY RICHARD","DEM",2012,"H","NC",10,"C00500991"
"1109","H2NC10090","BELLAMY, TERRY M","DEM",2012,"H","NC",10,"C00506329"
"1110","H2NC10108","PETERSON, DONALD","REP",2012,"H","NC",10,""
"1111","H2NC11064","BOTHWELL, CECIL","DEM",2012,"H","NC",11,"C00496190"
"1112","H2NC11072","HUNT, JEFFREY PAUL","REP",2012,"H","NC",11,"C00500728"
"1113","H2NC11080","MEADOWS, MARK R","REP",2012,"H","NC",11,"C00503094"
"1114","H2NC11098","WINGFIELD, ETHAN","REP",2012,"H","NC",11,"C00508549"
"1115","H2NC11106","PETRELLA, CHRISTOPHER","REP",2012,"H","NC",11,"C00508762"
"1116","H2NC11114","ROGERS, HAYDEN","DEM",2012,"H","NC",11,"C00513341"
"1117","H2NC11122","HARRIS, ALICE SUSAN","REP",2012,"H","NC",11,""
"1118","H2NC12021","WATT, MELVIN L","DEM",2012,"H","NC",12,"C00260604"
"1119","H2NC12179","BROSCH, JACK W","REP",2012,"H","NC",12,"C00506352"
"1120","H2NC12187","OWENS, MICHAEL R","REP",2012,"H","NC",12,"C00512145"
"1121","H2NC12195","NEWTON, MATTHEW DENNIS","DEM",2012,"H","NC",12,"C00514315"
"1122","H2NC13029","MILLER, RALPH BRAD MR","DEM",2012,"H","NC",13,"C00371211"
"1123","H2NC13102","JOHNSON, ROBERT TAYLOR","REP",2012,"H","NC",13,"C00497016"
"1124","H2NC13110","HOLDING, GEORGE E. B. MR.","REP",2012,"H","NC",13,"C00499236"
"1125","H2NC13128","COBLE, PAUL","REP",2012,"H","NC",13,"C00499541"
"1126","H2NC13136","HOLLIDAY, BERNARD ANSELY","DEM",2012,"H","NC",13,"C00514943"
"1127","H2NC13144","MALONE, CHARLES","DEM",2012,"H","NC",13,"C00522029"
"1128","H2ND00099","KALK, BRIAN","REP",2012,"H","ND",0,"C00497040"
"1129","H2ND00107","GRANDE, BETTE B","REP",2012,"H","ND",0,"C00503177"
"1130","H2ND00115","GULLESON, PAM","DEM",2012,"H","ND",0,"C00503284"
"1131","H2ND00123","GOETTLE, SHANE CHRISTOPHER","REP",2012,"H","ND",0,"C00508234"
"1132","H2ND00131","KOPPELMAN, KIM A","REP",2012,"H","ND",0,"C00508051"
"1133","H2NE01076","REIMAN, KOREY LYNN","DEM",2012,"H","NE",1,"C00515825"
"1134","H2NE01084","WAY, ROBERT","DEM",2012,"H","NE",1,""
"1135","H2NE02041","LINDSTROM, BRETT","REP",2012,"H","NE",2,"C00498303"
"1136","H2NE02058","EWING, JOHN W JR","DEM",2012,"H","NE",2,"C00499558"
"1137","H2NE02066","HEIDEL, JACK","REP",2012,"H","NE",2,"C00501841"
"1138","H2NE02074","HOWARD, GWENDOLYN ELOISE","DEM",2012,"H","NE",2,"C00504670"
"1139","H2NE02082","FREEMAN, GLENN M","REP",2012,"H","NE",2,"C00515841"
"1140","H2NE02090","ANDERSON, PAUL","REP",2012,"H","NE",2,""
"1141","H2NE03023","SULLIVAN, MARK","DEM",2012,"H","NE",3,"C00517011"
"1142","H2NE03049","LINGENFELTER, BOB","REP",2012,"H","NE",3,""
"1143","H2NH01197","DOWDELL, JOANNE","DEM",2012,"H","NH",1,"C00495838"
"1144","H2NH01205","HODGKINS, JOSEF VERNON","DEM",2012,"H","NH",1,"C00497024"
"1145","H2NH01213","HOSMER, ANDREW JOHN","DEM",2012,"H","NH",1,"C00500280"
"1146","H2NH01221","SORACCO, DIANE","DEM",2012,"H","NH",1,""
"1147","H2NH01239","CLOUGH, VERN","REP",2012,"H","NH",1,""
"1148","H2NH02161","LAMARE, DENNIS","REP",2012,"H","NH",2,"C00518373"
"1149","H2NH02179","BELOIN, GERARD","REP",2012,"H","NH",2,""
"1150","H2NH02187","DEAN, WILL","REP",2012,"H","NH",2,""
"1151","H2NH02195","DZIEDZIC, MIROSLAW","REP",2012,"H","NH",2,""
"1152","H2NJ00031","CASTLE, JASON PAUL ","DEM",2012,"H","NJ",5,"C00495978"
"1153","H2NJ01096","TENAGLIO, FRANCIS X","DEM",2012,"H","NJ",1,""
"1154","H2NJ01104","HORTON, GREGORY W","REP",2012,"H","NJ",1,"C00520874"
"1155","H2NJ02037","LOBIONDO, FRANK A.","REP",2012,"H","NJ",2,"C00269340"
"1156","H2NJ02128","ASSAD, MIKE","REP",2012,"H","NJ",2,"C00514588"
"1157","H2NJ02136","HUGHES, VIOLA","DEM",2012,"H","NJ",2,""
"1158","H2NJ02144","SHOBER, CASSANDRA RANIERI","DEM",2012,"H","NJ",2,"C00519165"
"1159","H2NJ03183","ADLER, SHELLEY","DEM",2012,"H","NJ",3,"C00512475"
"1160","H2NJ04140","DEMEO, DOUGLAS ANTHONY","DEM",2012,"H","NJ",4,"C00503482"
"1161","H2NJ04157","BENNETT, PATRICIA A","DEM",2012,"H","NJ",4,"C00514091"
"1162","H2NJ04165","FROELICH, BRIAN P","DEM",2012,"H","NJ",4,"C00516658"
"1163","H2NJ04173","MCGOWAN, TERRENCE","REP",2012,"H","NJ",4,"C00518050"
"1164","H2NJ05014","FRELINGHUYSEN, RODNEY P.","REP",2012,"H","NJ",11,"C00299404"
"1165","H2NJ05261","CINO, MICHAEL J.","REP",2012,"H","NJ",5,"C00424234"
"1166","H2NJ05279","SARE, DIANE","DEM",2012,"H","NJ",5,"C00510826"
"1167","H2NJ05287","GUSSEN, ADAM JEFFREY","DEM",2012,"H","NJ",5,"C00531269"
"1168","H2NJ05295","SOMER, BONNIE","REP",2012,"H","NJ",5,""
"1169","H2NJ06194","CULLARI, ERNESTO P","REP",2012,"H","NJ",6,"C00516971"
"1170","H2NJ07150","KAMAL, NIZAM","DEM",2012,"H","NJ",7,"C00494591"
"1171","H2NJ07168","CHOI, JUN","DEM",2012,"H","NJ",7,"C00496141"
"1172","H2NJ08208","KARCZEWSKI, MARIA","REP",2012,"H","NJ",8,""
"1173","H2NJ09107","BOTEACH, SHMULEY","REP",2012,"H","NJ",9,"C00512814"
"1174","H2NJ09115","CASTILLO, HECTOR L","REP",2012,"H","NJ",9,""
"1175","H2NJ10139","RICE, RONALD C","DEM",2012,"H","NJ",10,"C00514745"
"1176","H2NJ10147","GILL, NIA","DEM",2012,"H","NJ",10,"C00517136"
"1177","H2NJ10154","PAYNE, DONALD M., JR.","DEM",2012,"H","NJ",10,"C00519355"
"1178","H2NJ10162","SMITH, WAYNE","DEM",2012,"H","NJ",10,"C00521963"
"1179","H2NJ10170","FLYNN, DENNIS R","DEM",2012,"H","NJ",10,""
"1180","H2NJ10188","KELEMEN, BRIAN C","REP",2012,"H","NJ",10,""
"1181","H2NJ11103","MACK, SEAN","DEM",2012,"H","NJ",11,"C00512087"
"1182","H2NJ11111","ARVANITES, JOHN","DEM",2012,"H","NJ",11,"C00520346"
"1183","H2NJ12119","BECK, ERIC","REP",2012,"H","NJ",12,"C00508754"
"1184","H2NJ13141","SHURIN, MICHAEL JOSEPH","DEM",2012,"H","NJ",8,"C00502047"
"1185","H2NJ13158","FLORES, WASHINGTON","REP",2012,"H","NJ",13,""
"1186","H2NM01094","LEWIS, DAN","REP",2012,"H","NM",1,"C00495515"
"1187","H2NM01102","GRIEGO, ERIC","DEM",2012,"H","NM",1,"C00495853"
"1188","H2NM01110","CHAVEZ, MARTY","DEM",2012,"H","NM",1,"C00498675"
"1189","H2NM01128","ARNOLD-JONES, JANICE E","REP",2012,"H","NM",1,"C00499012"
"1190","H2NM01136","SMITH, GARY","REP",2012,"H","NM",1,"C00505685"
"1191","H2NM02126","PEARCE, STEVE","REP",2012,"H","NM",2,"C00463836"
"1192","H2NM02175","ERHARD, EVELYN MADRID","DEM",2012,"H","NM",2,"C00503730"
"1193","H2NM03124","MONTOYA, GARY V","REP",2012,"H","NM",3,"C00505172"
"1194","H2NM03132","NEWTON, FREDERICK L","REP",2012,"H","NM",3,"C00505966"
"1195","H2NM03140","CLOSSON, SEAN MICHAEL","DEM",2012,"H","NM",3,"C00505867"
"1196","H2NM03157","BYRD, JEFFERSON LEE","REP",2012,"H","NM",3,"C00511097"
"1197","H2NV00035","OCEGUERA, JOHN","DEM",2012,"H","NV",3,"C00499962"
"1198","H2NV00043","LEE, JOHN JAY","DEM",2012,"H","NV",4,"C00500827"
"1199","H2NV00050","KIHUEN, RUBEN","DEM",2012,"H","NV",0,"C00502773"
"1200","H2NV01181","LANDSBERGER, BRIAN J","REP",2012,"H","NV",1,"C00510206"
"1201","H2NV01199","RODRIGUES, MIGUEL ""MIKE""","REP",2012,"H","NV",1,"C00511162"
"1202","H2NV01207","EDWARDS, CHRISTOPHER","REP",2012,"H","NV",1,"C00511667"
"1203","H2NV01215","GUSS, CHARMAINE","REP",2012,"H","NV",1,""
"1204","H2NV01223","PETERS, HERBERT GLENN","REP",2012,"H","NV",1,""
"1205","H2NV02239","LIPPOLD, KIRK","REP",2012,"H","NV",2,""
"1206","H2NV02247","MARSHALL, KATE","DEM",2012,"H","NV",2,"C00496125"
"1207","H2NV02296","RICKS, REX","DEM",2012,"H","NV",2,""
"1208","H2NV02387","ZELLER, SID","REP",2012,"H","NV",4,"C00517938"
"1209","H2NV02395","AMODEI, MARK EUGENE","REP",2012,"H","NV",2,"C00496760"
"1210","H2NV02460","HOLLAND, ERIK","DEM",2012,"H","NV",2,""
"1211","H2NV02478","KOEPNICK, SAMUEL","DEM",2012,"H","NV",2,""
"1212","H2NV02486","RODRIGUEZ, XIO","DEM",2012,"H","NV",2,"C00520775"
"1213","H2NV03096","HANING II, JAMES FRANKLIN","DEM",2012,"H","NV",3,"C00504324"
"1214","H2NV03104","FRYE, STEPHEN","DEM",2012,"H","NV",3,"C00512418"
"1215","H2NV03112","HOLDER, JESSE JAKE","DEM",2012,"H","NV",3,"C00515833"
"1216","H2NV03146","SAKURA, GERALD","DEM",2012,"H","NV",3,""
"1217","H2NV04011","HORSFORD, STEVEN ALEXZANDER","DEM",2012,"H","NV",4,"C00504613"
"1218","H2NV04029","SCHWARTZ, DANIEL MARK","REP",2012,"H","NV",4,"C00504936"
"1219","H2NV04037","CEGAVSKE, BARBARA","REP",2012,"H","NV",4,"C00505834"
"1220","H2NV04045","TARKANIAN, DANNY","REP",2012,"H","NV",4,"C00465963"
"1221","H2NV04052","ANDERSON, DIANA","REP",2012,"H","NV",4,""
"1222","H2NV04060","DELAROSA, MIKE","REP",2012,"H","NV",4,""
"1223","H2NV04078","HILL, KIRAN","REP",2012,"H","NV",4,"C00524447"
"1224","H2NY00010","VELAZQUEZ, NYDIA M.","DEM",2012,"H","NY",7,"C00271312"
"1225","H2NY00036","HOCHUL, KATHLEEN COURTNEY","DEM",2012,"H","NY",27,"C00494013"
"1226","H2NY00051","SCHREIBMAN, JULIAN D","DEM",2012,"H","NY",19,"C00513739"
"1227","H2NY01067","BISHOP, TIMOTHY","DEM",2012,"H","NY",1,"C00375618"
"1228","H2NY01083","STERLING, JASON","REP",2012,"H","NY",1,"C00505008"
"1229","H2NY02081","FALCONE, VIVIANNE C","DEM",2012,"H","NY",2,"C00520890"
"1230","H2NY02107","MOURINO, PAUL","REP",2012,"H","NY",2,"C00521518"
"1231","H2NY03089","KING, PETER T. HON.","REP",2012,"H","NY",2,"C00272211"
"1232","H2NY05084","JENNINGS, ALLAN W JR","DEM",2012,"H","NY",5,"C00522375"
"1233","H2NY05092","MARTHONE, JOSEPH R","DEM",2012,"H","NY",5,""
"1234","H2NY06108","SCALA, MICHAEL","DEM",2012,"H","NY",5,"C00505537"
"1235","H2NY06116","MENG, GRACE","DEM",2012,"H","NY",6,"C00516666"
"1236","H2NY06124","CROWLEY, ELIZABETH S","DEM",2012,"H","NY",6,"C00517359"
"1237","H2NY06132","GOTTLIEB, JEFFREY","DEM",2012,"H","NY",6,"C00519330"
"1238","H2NY06140","MITTMAN, ROBERT","DEM",2012,"H","NY",6,"C00521674"
"1239","H2NY06157","HALLORAN, DANIEL JAMES III","REP",2012,"H","NY",6,"C00523324"
"1240","H2NY08120","BELLONE, ALAN S","REP",2012,"H","NY",8,""
"1241","H2NY09110","CAVANAGH, DANIEL J","REP",2012,"H","NY",9,""
"1242","H2NY10092","JEFFRIES, HAKEEM","DEM",2012,"H","NY",8,"C00503052"
"1243","H2NY10100","CHAN, MICHAEL W","REP",2012,"H","NY",10,"C00522938"
"1244","H2NY11017","TOWNS, EDOLPHUS","DEM",2012,"H","NY",10,"C00197285"
"1245","H2NY11116","KINARD, SYLVIA GAIL","DEM",2012,"H","NY",9,"C00514851"
"1246","H2NY12130","O'CONNOR, DANIEL","DEM",2012,"H","NY",7,"C00496471"
"1247","H2NY12148","DILAN, ERIK MARTIN","DEM",2012,"H","NY",7,"C00514554"
"1248","H2NY12155","WIGHT, CHRISTOPHER ROBIN","REP",2012,"H","NY",12,"C00518670"
"1249","H2NY12163","GARLAND, DAVID PAUL","REP",2012,"H","NY",12,"C00520445"
"1250","H2NY13070","BORGOGNONE, ALEASSANDRO","DEM",2012,"H","NY",13,"C00504258"
"1251","H2NY13088","MURPHY, MARK","DEM",2012,"H","NY",13,"C00510198"
"1252","H2NY13096","ESPAILLAT, ADRIANO","DEM",2012,"H","NY",13,"C00518365"
"1253","H2NY14037","MALONEY, CAROLYN B","DEM",2012,"H","NY",12,"C00273169"
"1254","H2NY15109","WILLIAMS, CLYDE EDWARD JR.","DEM",2012,"H","NY",13,"C00505560"
